Version,Protocol,TTL,SrcAddress,DestAddress,SrcPort,DestPort,SeqNum,AckNum,Flag,DataSize,Service,Label
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788106,1661847944,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788106,1661847944,PSH-ACK,369,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788475,1661847944,PSH-ACK,163,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788638,1661847944,PSH-ACK,32,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788670,1661847944,PSH-ACK,31,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788701,1661847944,PSH-ACK,39,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788740,1661847983,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788740,1661848070,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788740,1661848070,PSH-ACK,68,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788808,1661848070,PSH-ACK,170,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287788978,1661848070,PSH-ACK,32,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789010,1661848070,PSH-ACK,31,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789041,1661848070,PSH-ACK,39,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789080,1661848109,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789080,1661848195,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789080,1661848195,PSH-ACK,68,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789148,1661848195,PSH-ACK,163,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789311,1661848195,PSH-ACK,32,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789343,1661848195,PSH-ACK,31,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789374,1661848195,PSH-ACK,39,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789413,1661848234,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51046,3518583574,1980829661,SYN-ACK,0,HTTP,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789413,1661848321,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789413,1661848321,PSH-ACK,68,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789481,1661848321,PSH-ACK,163,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789644,1661848321,PSH-ACK,32,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789676,1661848321,PSH-ACK,31,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789707,1661848321,PSH-ACK,39,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789746,1661848360,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789746,1661848447,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789746,1661848447,PSH-ACK,68,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789814,1661848447,PSH-ACK,162,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287789976,1661848447,PSH-ACK,32,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790008,1661848447,PSH-ACK,31,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790039,1661848447,PSH-ACK,39,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790078,1661848486,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51046,3518583574,1980829661,SYN-ACK,0,HTTP,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790078,1661848574,ACK,0,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790078,1661848574,PSH-ACK,68,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790146,1661848574,PSH-ACK,159,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790305,1661848574,PSH-ACK,32,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790337,1661848574,PSH-ACK,31,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790368,1661848574,PSH-ACK,39,HTTPS,0
4,6,121,142.250.76.68,192.168.1.40,443,34698,3287790407,1661848613,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197946767,158414041,SYN-ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197946768,158414558,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197946768,158414558,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197948186,158414558,PSH-ACK,1214,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787669335,3560448663,SYN-ACK,0,HTTP,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787669336,3560449049,ACK,0,HTTP,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787669336,3560449049,PSH-ACK,702,HTTP,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197949400,158414792,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197949400,158414792,PSH-ACK,580,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197949980,158414792,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197950011,158415825,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197950011,158415856,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197950011,158415856,PSH-ACK,934,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197950945,158415856,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197952363,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197953781,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197955199,158415856,PSH-ACK,1410,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197956609,158415856,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197958027,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197959445,158415856,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197960863,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197962281,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197963699,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197965117,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197966535,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197967953,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197969371,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197970789,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197972207,158415856,PSH-ACK,1059,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197973266,158415856,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197974684,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197976102,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197977520,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197978938,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197980356,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197981774,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197983192,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197984610,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197986028,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197987446,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197988864,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197990282,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197991700,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197993118,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197994536,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197995954,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197997372,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,197998790,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198000208,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198001626,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198003044,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198004462,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198005880,158415856,PSH-ACK,463,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198006343,158415856,PSH-ACK,256,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198006599,158415856,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198008017,158415856,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198009435,158415856,PSH-ACK,802,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010237,158415856,PSH-ACK,70,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158415895,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787669336,3560449049,PSH-ACK,702,HTTP,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416202,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416237,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416349,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416384,ACK,0,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846493830,3561153292,SYN-ACK,0,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846493831,3561153809,ACK,0,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954817491,4062025973,SYN-ACK,0,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846493831,3561153809,ACK,1418,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846495249,3561153809,ACK,1418,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846496667,3561153809,PSH-ACK,989,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416476,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416511,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416723,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416754,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787670038,3560449435,ACK,0,HTTP,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787670038,3560449435,PSH-ACK,702,HTTP,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010307,158416754,PSH-ACK,65,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010372,158416754,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010403,158416754,PSH-ACK,39,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846497656,3561153873,PSH-ACK,580,HTTPS,0
4,6,120,172.217.163.131,192.168.1.40,443,49428,1846498236,3561154043,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010442,158416793,ACK,0,HTTPS,0
4,6,121,172.217.163.131,192.168.1.40,443,49428,1846498267,3561155180,ACK,0,HTTPS,0
4,6,121,172.217.163.131,192.168.1.40,443,49428,1846498267,3561155211,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010442,158416876,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010442,158416876,PSH-ACK,200,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198010642,158416876,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012060,158416876,PSH-ACK,129,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012189,158416876,PSH-ACK,39,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158416911,ACK,0,HTTPS,0
4,6,121,172.217.163.131,192.168.1.40,443,49428,1846498267,3561155211,PSH-ACK,766,HTTPS,0
4,6,121,172.217.163.131,192.168.1.40,443,49428,1846499033,3561155211,PSH-ACK,31,HTTPS,0
4,6,121,172.217.163.131,192.168.1.40,443,49428,1846499064,3561155211,PSH-ACK,39,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158417159,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158417194,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158417233,ACK,0,HTTPS,0
4,6,121,172.217.163.131,192.168.1.40,443,49428,1846499103,3561155250,ACK,0,HTTPS,0
4,6,224,34.210.106.102,192.168.1.40,443,35796,1390400759,4204544644,SYN-ACK,0,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954817492,4062026186,ACK,0,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954817492,4062026186,ACK,1428,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954818920,4062026186,ACK,1428,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954820348,4062026186,PSH-ACK,545,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787670038,3560449435,PSH-ACK,702,HTTP,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158417736,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158418044,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012228,158418079,PSH-ACK,169,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198012397,158418079,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198013815,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198015233,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198016651,158418079,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198018069,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198019487,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198020905,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198022323,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198023741,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198025159,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198026577,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198027995,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198029413,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198030831,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198032249,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198033667,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198035085,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198036503,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198037921,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198039339,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198040757,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198042175,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198043593,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198045011,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198046429,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198047847,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198049265,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198050683,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198052101,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198053519,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198054937,158418079,ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198056355,158418079,PSH-ACK,553,HTTPS,0
4,6,121,216.58.200.131,192.168.1.40,443,54130,1082794884,3527288500,SYN-ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198056908,158418118,ACK,0,HTTPS,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190372723,841014748,SYN-ACK,0,HTTPS,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190372724,841015265,ACK,0,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163648499,1492312492,SYN-ACK,0,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163648500,1492313009,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198056908,158418442,ACK,0,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198056908,158418473,ACK,0,HTTPS,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190372724,841015265,ACK,1418,HTTPS,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190374142,841015265,PSH-ACK,1240,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211521892,968946623,SYN-ACK,0,HTTPS,0
4,6,224,34.210.106.102,192.168.1.40,443,35796,1390400760,4204544857,ACK,0,HTTPS,0
4,6,224,34.210.106.102,192.168.1.40,443,35796,1390400760,4204544857,ACK,1428,HTTPS,0
4,6,224,34.210.106.102,192.168.1.40,443,35796,1390402188,4204544857,ACK,1428,HTTPS,0
4,6,224,34.210.106.102,192.168.1.40,443,35796,1390403616,4204544857,PSH-ACK,545,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163648500,1492313009,ACK,1418,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163649918,1492313009,ACK,1418,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163651336,1492313009,PSH-ACK,988,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211521893,968947140,ACK,0,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954820893,4062027275,ACK,0,HTTPS,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954820893,4062027275,PSH-ACK,51,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198056908,158418473,PSH-ACK,63,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198056971,158418473,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198057002,158418473,PSH-ACK,39,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787670038,3560449435,PSH-ACK,702,HTTP,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163652324,1492313243,PSH-ACK,580,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163652904,1492313243,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198057041,158418512,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51046,3518583574,1980829661,SYN-ACK,0,HTTP,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211521893,968947140,ACK,1418,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211523311,968947140,ACK,1418,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211524729,968947140,PSH-ACK,989,HTTPS,0
4,6,120,172.217.163.206,192.168.1.40,443,56870,163652935,1492313274,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51072,2795195787,3788018560,SYN-ACK,0,HTTP,0
4,6,226,34.210.106.102,192.168.1.40,443,35792,954820944,4062027275,PSH-ACK,270,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198057041,158418512,PSH-ACK,438,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198057479,158418512,PSH-ACK,1418,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198058897,158418512,PSH-ACK,740,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198059637,158418512,PSH-ACK,32,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198059669,158418512,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198059700,158418512,PSH-ACK,39,HTTPS,0
4,6,120,142.250.76.68,192.168.1.40,443,34704,198059739,158418551,ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787670740,3560449821,ACK,0,HTTP,0
4,6,224,34.210.106.102,192.168.1.40,443,35796,1390404161,4204544983,PSH-ACK,51,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51056,1787670740,3560449821,PSH-ACK,702,HTTP,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190375382,841015329,PSH-ACK,580,HTTPS,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190375962,841015516,PSH-ACK,31,HTTPS,0
4,6,120,142.250.76.78,192.168.1.40,443,33714,3190375993,841015541,FIN-ACK,0,HTTPS,0
4,6,120,172.217.163.67,192.168.1.40,80,51072,2795195788,3788018946,ACK,0,HTTP,0
4,6,120,172.217.163.67,192.168.1.40,80,51072,2795195788,3788018946,PSH-ACK,702,HTTP,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211525718,968947204,PSH-ACK,580,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211526298,968947374,PSH-ACK,31,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211526329,968948359,ACK,0,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211526329,968948390,ACK,0,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211526329,968948390,PSH-ACK,799,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527128,968948390,PSH-ACK,31,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527159,968948390,PSH-ACK,39,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527198,968948429,ACK,0,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527198,968948739,ACK,0,HTTPS,0
4,6,120,172.217.31.194,192.168.1.40,443,51946,1307568147,3852026495,SYN-ACK,0,HTTPS,0
4,6,120,172.217.31.194,192.168.1.40,443,51946,1307568148,3852027012,ACK,0,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527198,968948739,PSH-ACK,184,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527382,968948739,PSH-ACK,31,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527413,968948739,PSH-ACK,39,HTTPS,0
4,6,120,172.217.31.194,192.168.1.40,443,51946,1307568148,3852027012,ACK,1418,HTTPS,0
4,6,120,172.217.31.194,192.168.1.40,443,51946,1307569566,3852027012,PSH-ACK,1251,HTTPS,0
4,6,121,172.217.31.194,192.168.1.40,443,51942,1211527452,968948778,ACK,0,HTTPS,0
